VICTIMA_PERUANA,EDAD_VICTIMA,VICTIMA_GESTANDO,N_HIJOS,ESTADO_CIVIL_VICTIMA,ESTUDIA,TRABAJA_VICTIMA,TIENE_SEGURO,DIST_DOMICILIO
1,30,0,1,1,0,0,1,Comas
1,23,0,0,1,1,0,0,Comas
1,74,0,1,1,0,0,1,Comas
1,31,0,1,1,0,0,1,Comas
1,26,0,1,1,0,0,0,Comas
1,37,0,1,1,0,0,1,Comas
1,59,0,1,1,0,0,1,Comas
1,35,0,1,1,0,1,1,Comas
1,43,0,1,1,0,0,0,Comas
1,45,0,1,1,0,0,1,Comas
1,48,0,1,1,0,1,1,Comas
1,16,0,0,1,1,0,1,Comas
1,41,0,1,1,0,0,0,Comas
1,31,0,1,1,0,0,1,Comas
1,3,0,0,1,0,0,1,San Luis
1,19,0,1,1,0,0,1,Comas
1,22,0,1,1,0,0,1,Comas
1,25,0,1,1,0,0,1,Comas
1,47,0,1,1,0,0,1,Comas
1,37,0,1,1,0,1,1,Comas
1,19,0,1,1,0,0,0,Comas
1,24,0,1,1,0,0,0,Comas
1,19,1,0,1,0,0,1,Comas
1,20,0,0,1,0,1,1,Comas
1,23,0,1,1,0,0,1,Comas
1,36,0,1,1,0,1,1,Comas
1,12,0,0,1,1,0,1,Comas
1,15,0,0,1,1,0,1,Comas
1,41,0,1,1,0,0,0,Comas
1,36,0,1,1,0,1,1,Comas
1,35,0,1,1,0,0,1,Comas
1,43,0,1,1,0,1,1,Comas
1,9,0,0,1,1,0,0,Comas
1,45,0,1,1,0,1,1,Comas
1,8,0,0,1,1,0,0,Comas
1,24,0,1,1,0,0,1,Comas
1,36,0,1,1,0,0,1,Comas
1,23,0,1,1,0,1,1,Comas
1,32,0,1,1,0,0,1,Comas
1,46,0,1,1,0,1,1,Comas
1,35,0,1,1,1,1,1,Comas
1,12,0,0,1,1,0,1,Comas
1,44,0,1,1,0,1,0,Comas
1,42,0,1,1,0,1,1,Comas
1,18,0,1,1,0,0,1,Comas
1,13,0,0,1,1,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,48,0,0,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,34,0,1,1,0,1,1,San Martin de Porres
1,22,0,1,1,0,0,1,Comas
1,42,0,1,1,0,0,1,Comas
1,38,0,1,1,0,1,1,San Juan de Lurigancho
1,37,0,1,1,0,1,1,Comas
1,67,0,1,1,0,0,1,Comas
1,20,0,1,1,0,0,1,Comas
1,13,0,0,1,1,0,1,Comas
1,29,0,1,1,0,0,0,Comas
1,51,0,1,1,0,0,1,Comas
1,36,0,1,1,0,1,1,Carabayllo
1,37,0,1,1,1,1,0,Comas
1,24,0,0,1,1,1,0,Comas
1,8,0,0,1,1,0,0,Comas
1,13,0,0,1,1,0,0,Comas
1,24,0,1,1,0,0,1,Comas
1,13,0,0,1,1,0,0,Comas
1,7,0,0,1,1,0,1,Carabayllo
1,26,0,0,1,0,1,1,Comas
1,25,0,1,1,1,0,1,Comas
1,27,0,0,1,0,1,1,Comas
1,46,0,1,1,0,1,1,Comas
1,13,0,0,1,1,0,0,Comas
1,13,0,0,1,1,0,0,Comas
1,50,0,1,1,0,0,1,Comas
0,14,0,0,1,1,0,0,Comas
1,31,0,1,1,0,1,1,Comas
1,32,0,1,1,0,1,0,Comas
1,23,0,0,1,1,0,0,Comas
1,82,0,1,1,0,0,1,Comas
1,26,0,1,1,0,0,1,Comas
1,42,0,1,1,0,1,1,Comas
1,22,0,1,1,0,1,0,Comas
1,51,0,1,1,0,0,0,Comas
1,50,0,1,1,0,0,0,Comas
1,43,0,1,1,0,1,1,Comas
1,21,0,0,1,1,0,1,Comas
1,19,0,1,1,0,0,0,Comas
1,16,0,0,1,0,0,0,Comas
1,30,1,1,1,0,0,1,Comas
1,36,0,1,1,0,0,1,Comas
1,6,0,0,1,0,0,1,Comas
1,6,0,0,1,0,0,1,Comas
1,29,0,1,1,0,1,1,Comas
0,20,0,1,1,0,1,1,Comas
1,36,0,1,1,0,1,1,Comas
1,43,0,1,1,0,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,60,0,1,1,0,0,1,Comas
1,17,0,0,1,0,0,1,Comas
1,32,0,1,1,0,1,1,Carabayllo
1,47,0,1,1,0,1,1,Comas
1,15,0,0,1,1,0,1,Comas
1,36,0,1,1,0,0,0,Comas
1,36,0,1,1,0,1,1,Comas
1,48,0,1,1,0,1,0,Comas
1,39,0,1,1,0,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,44,0,1,1,0,0,1,Comas
1,23,0,0,1,0,1,1,Comas
1,60,0,1,1,0,1,1,Comas
0,31,0,1,1,0,1,0,Comas
1,24,0,1,1,0,0,1,Comas
1,34,0,1,1,0,1,1,Comas
1,28,0,1,1,0,0,1,Comas
1,31,0,1,1,0,0,1,Comas
1,39,0,1,1,0,1,0,Comas
1,37,0,1,1,0,1,1,Comas
1,58,0,1,1,0,0,1,Comas
1,77,0,1,1,0,0,1,Comas
1,23,0,1,1,0,1,1,Comas
1,67,0,1,1,0,0,1,Comas
1,15,0,0,1,1,0,1,Comas
1,40,0,1,1,0,1,1,Comas
1,59,0,1,1,0,1,1,Comas
1,5,0,0,1,1,0,1,Comas
1,59,0,1,1,0,1,1,Comas
1,67,0,1,1,0,0,1,Comas
1,30,0,1,1,0,1,1,Comas
1,78,0,1,1,0,0,1,Comas
1,52,0,1,1,0,1,1,Carabayllo
1,16,0,0,1,1,0,0,Carabayllo
1,53,0,1,1,0,0,1,Comas
1,29,0,1,1,0,0,0,Comas
1,28,0,1,1,0,0,0,Comas
1,23,0,1,1,1,0,1,Comas
1,50,0,1,1,0,0,0,Comas
1,43,0,1,1,0,1,0,Comas
1,16,0,1,1,0,0,1,Comas
1,16,0,0,1,0,0,1,Comas
1,27,0,1,1,0,1,1,Comas
1,34,0,1,1,0,1,1,Comas
1,37,0,1,1,0,0,0,Comas
1,36,0,1,1,0,0,1,Comas
1,25,0,0,1,0,1,1,Comas
1,33,0,1,1,0,0,0,Comas
1,35,0,1,1,0,0,0,Carabayllo
1,12,0,0,1,1,0,1,Comas
1,11,0,0,1,1,0,1,Comas
1,5,0,0,1,1,0,1,Comas
1,25,0,1,1,1,0,1,Comas
1,25,0,1,1,1,0,1,Comas
1,40,0,1,1,0,0,1,Comas
1,46,0,1,1,0,0,1,Comas
1,23,0,0,1,1,0,1,Comas
1,14,0,0,1,1,0,1,Comas
1,14,0,0,1,1,0,1,Comas
1,40,0,1,1,0,1,1,Comas
1,63,0,1,1,0,0,1,Comas
1,11,0,0,1,1,0,1,Comas
1,31,0,1,1,0,1,1,Comas
1,14,0,0,1,1,0,1,Comas
1,16,0,0,1,1,0,1,Comas
1,4,0,0,1,1,0,1,Comas
1,14,0,0,1,1,0,1,Comas
1,39,0,1,1,0,1,1,Comas
1,13,0,0,1,0,0,1,Comas
1,20,0,0,1,0,0,1,Comas
1,20,0,0,1,0,0,1,Comas
1,27,0,1,1,0,0,1,Comas
1,49,0,1,1,0,0,1,Comas
1,42,0,1,1,0,0,1,Comas
1,31,0,1,1,0,0,1,Comas
1,59,0,1,1,0,0,1,Comas
1,20,0,1,1,0,0,1,Comas
1,13,0,0,1,0,0,1,Comas
1,43,0,0,1,0,1,0,Comas
1,96,0,1,1,0,0,1,Comas
1,32,0,1,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,36,0,1,1,0,1,0,Santa Anita
1,12,0,0,1,1,0,1,Comas
1,16,0,0,1,1,1,1,Comas
1,24,0,1,1,0,0,1,Comas
1,45,0,0,1,0,0,1,Comas
1,26,0,0,1,0,1,1,Comas
1,24,0,0,1,0,0,1,Comas
1,38,0,1,1,0,1,1,Comas
1,7,0,0,1,1,0,1,Comas
1,13,0,0,1,0,0,1,Comas
1,14,0,0,1,1,0,1,Comas
1,25,0,1,1,0,0,1,Comas
1,31,0,1,1,0,0,1,Ate
1,51,0,1,1,0,0,1,Comas
1,24,0,1,1,0,1,1,Comas
1,18,0,0,1,0,1,0,Comas
1,33,0,1,1,0,0,1,Comas
0,38,0,1,1,0,1,0,Comas
1,45,0,1,1,0,1,0,Comas
1,20,0,1,1,0,0,1,Comas
1,29,0,1,1,0,0,1,Comas
1,34,0,1,1,0,1,1,Comas
1,33,0,1,1,0,1,1,Comas
1,38,0,1,1,0,1,1,Comas
1,22,0,1,1,0,0,1,Comas
1,47,0,1,1,0,0,0,Comas
1,44,0,1,1,0,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,20,0,1,1,1,1,1,Comas
1,75,0,1,1,0,0,1,Comas
1,36,0,1,1,0,1,1,Comas
1,33,0,1,1,0,0,1,Comas
1,12,0,0,1,0,0,1,Comas
1,12,0,0,1,0,0,1,Comas
1,12,0,0,1,0,0,1,Comas
1,26,0,0,1,0,0,1,Comas
1,22,0,1,1,0,1,1,Comas
1,28,0,0,1,0,0,1,Comas
1,25,0,0,1,0,0,1,Comas
1,27,0,0,1,0,0,1,Comas
1,16,0,0,1,1,0,1,Comas
1,34,0,1,1,0,0,1,Comas
1,28,0,1,1,0,1,1,Comas
1,61,0,1,1,0,1,0,Comas
1,33,0,1,1,0,1,1,Comas
1,42,0,1,1,0,1,1,Comas
1,21,0,0,1,1,0,0,Comas
1,28,0,1,1,1,1,1,Comas
1,47,0,1,1,0,0,0,Comas
1,27,0,1,1,0,0,1,Comas
1,49,0,1,1,0,1,1,Comas
1,41,0,1,1,0,0,1,Comas
1,33,0,1,1,0,1,1,Comas
1,12,0,0,1,1,0,1,Comas
1,49,0,1,1,0,1,1,Comas
1,16,0,0,1,0,0,1,Comas
1,59,0,1,1,0,1,1,Comas
1,21,0,1,1,0,1,1,Comas
1,41,0,1,1,0,0,1,Comas
1,32,0,1,1,0,0,0,Comas
1,28,0,1,1,0,1,1,Comas
1,30,0,1,1,0,0,1,Comas
1,27,0,1,1,0,0,1,Comas
1,51,0,1,1,0,0,1,Comas
1,56,0,1,1,0,0,0,Comas
1,27,0,0,1,1,0,1,Comas
1,7,0,0,1,1,0,1,Carabayllo
1,33,0,1,1,1,0,1,Comas
1,3,0,0,1,1,0,1,Comas
1,28,0,1,1,0,0,1,Carabayllo
1,44,0,1,1,0,0,1,Comas
1,32,0,1,1,0,1,1,Comas
1,28,0,1,1,0,0,1,Carabayllo
1,47,0,0,1,0,1,1,Comas
1,55,0,1,1,0,1,1,Comas
1,52,0,1,1,0,0,1,Comas
1,28,0,1,1,0,0,1,Comas
1,27,0,1,1,0,0,1,Comas
1,32,0,1,1,0,0,1,Comas
1,48,0,1,1,0,0,1,Comas
1,9,0,0,1,0,0,1,Comas
1,4,0,0,1,0,0,1,Comas
1,39,0,1,1,0,0,1,Comas
1,52,0,1,1,0,0,1,Lima
1,24,0,1,1,0,0,1,Comas
1,57,0,1,1,0,1,0,Comas
1,23,0,1,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
0,31,0,1,1,0,0,0,Comas
1,37,0,1,1,0,0,1,Comas
1,11,0,0,1,1,0,1,Comas
1,10,0,0,1,1,0,1,Comas
1,28,0,1,1,0,0,1,Comas
1,29,0,1,1,0,1,1,Comas
1,8,0,0,1,1,0,1,Comas
1,11,0,0,1,1,0,1,Carabayllo
1,16,0,0,1,1,0,1,Carabayllo
1,13,0,0,1,1,0,1,Carabayllo
1,19,0,0,1,0,0,1,Comas
1,29,1,0,1,0,0,1,Comas
1,37,0,1,1,0,0,0,Comas
1,24,0,1,1,0,0,1,Comas
1,60,0,1,1,0,1,1,Comas
1,41,0,0,1,0,1,1,Comas
1,6,0,0,1,0,0,1,Comas
1,26,0,1,1,1,0,1,Comas
1,4,0,0,1,0,0,1,Lima
1,10,0,0,1,0,0,1,Comas
1,18,0,0,1,0,0,1,Comas
1,41,0,1,1,0,1,1,Comas
1,19,0,0,1,0,1,1,Comas
1,4,0,0,1,0,0,1,San Luis
1,32,0,1,1,0,0,1,Comas
1,27,0,1,1,0,0,0,Comas
1,2,0,0,1,0,0,1,Comas
1,48,0,1,1,0,1,1,Comas
1,48,0,1,1,0,1,1,Comas
1,26,0,1,1,0,0,1,Comas
1,19,0,0,1,1,0,1,Comas
1,19,0,0,1,1,0,1,Comas
1,25,0,1,1,0,0,1,Comas
1,15,0,0,1,1,0,1,Comas
1,86,0,1,1,0,0,1,Comas
1,86,0,1,1,0,0,1,Comas
1,25,0,0,1,0,0,1,Comas
1,45,0,1,1,0,1,1,Comas
1,25,0,1,1,0,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,23,0,1,1,0,0,1,Comas
1,7,0,0,1,1,0,1,Comas
1,7,0,0,1,1,0,1,Comas
1,4,0,0,1,0,0,1,Comas
1,4,0,0,1,0,0,1,Comas
1,1,0,0,1,0,0,1,Comas
1,1,0,0,1,0,0,1,Comas
1,24,0,1,1,1,0,1,Comas
1,13,0,0,1,1,0,1,Comas
1,38,0,0,1,0,1,1,Comas
1,34,0,1,1,0,0,0,Comas
1,75,0,1,1,0,1,1,Comas
1,36,0,1,1,0,1,0,Comas
1,14,0,0,1,1,0,1,Comas
1,18,0,0,1,1,1,0,Comas
1,23,0,1,1,0,0,1,Comas
1,40,0,1,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,47,0,1,1,0,1,1,Comas
1,24,0,1,1,0,0,1,Comas
1,37,0,1,1,0,1,1,Comas
1,60,0,1,1,0,1,1,Comas
1,65,0,1,1,0,0,1,Comas
1,31,0,1,1,0,1,1,Comas
1,7,0,0,1,1,0,1,Comas
1,40,0,1,1,0,0,0,Comas
1,27,0,1,1,0,1,0,Comas
1,23,0,1,1,0,0,1,San Martin de Porres
1,40,0,1,1,0,1,1,Comas
1,42,0,1,1,0,0,1,Comas
1,36,0,1,1,1,0,1,Comas
1,39,0,1,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
0,44,0,1,1,0,0,0,Comas
1,24,0,1,1,0,0,1,Comas
1,24,0,1,1,0,0,1,Comas
1,34,0,1,1,0,1,1,Comas
1,47,0,1,1,0,0,1,Comas
1,24,0,1,1,0,0,1,Rimac
1,24,0,1,1,0,0,1,Rimac
1,5,0,0,1,1,0,1,Rimac
1,5,0,0,1,1,0,1,Rimac
1,5,0,0,1,1,0,1,Rimac
1,5,0,0,1,1,0,1,Rimac
1,88,0,1,1,0,0,1,Comas
1,35,0,1,1,0,1,1,Comas
1,22,0,1,1,0,0,0,Comas
1,23,0,1,1,0,1,1,Comas
1,26,0,1,1,0,0,1,Comas
1,28,0,0,1,0,1,1,Comas
1,43,0,1,1,0,0,1,Comas
1,25,0,0,1,0,0,1,Comas
1,48,0,1,1,0,0,1,Comas
1,48,0,1,1,0,0,1,Comas
1,21,0,1,1,0,1,0,Comas
1,7,0,0,1,1,0,1,Comas
1,22,1,0,1,0,0,0,Comas
1,12,0,0,1,1,0,1,Comas
1,22,0,0,1,1,0,1,Comas
1,67,0,1,1,0,0,1,Comas
1,29,0,1,1,0,1,1,Comas
1,34,0,1,1,0,1,1,Comas
1,29,0,1,1,0,1,1,Comas
1,17,0,0,1,1,0,1,Comas
1,44,0,1,1,0,1,1,Comas
1,32,0,1,1,0,1,1,Comas
1,7,0,0,1,1,0,1,Comas
1,14,0,0,1,1,0,1,Comas
1,47,0,1,1,0,1,1,Comas
1,8,0,0,1,1,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,19,0,0,1,0,1,1,Comas
1,14,0,0,1,1,0,1,Comas
1,30,0,0,1,0,1,0,Comas
1,9,0,0,1,0,0,0,Comas
1,17,0,0,1,0,0,1,Comas
1,20,0,0,1,0,0,1,Comas
1,36,0,1,1,0,0,0,Comas
1,53,0,1,1,0,1,1,Comas
1,48,0,1,1,0,0,1,La Molina
1,29,0,1,1,0,0,1,Ate
0,35,0,1,1,0,1,0,Comas
1,41,0,1,1,0,0,0,Puente Piedra
1,41,0,1,1,0,0,0,Puente Piedra
1,54,0,1,1,0,0,0,Comas
1,35,0,1,1,0,1,1,Comas
1,15,0,0,1,1,0,0,Comas
1,44,0,1,1,0,1,1,Comas
1,9,0,0,1,1,0,0,Comas
1,47,0,1,1,0,1,1,Comas
1,13,0,0,1,1,0,1,Comas
1,10,0,0,1,1,0,1,Comas
1,29,0,1,1,0,1,1,Comas
1,7,0,0,1,1,0,1,Comas
1,47,0,0,1,0,1,1,Comas
1,50,0,1,1,0,1,0,Comas
1,14,0,0,1,1,0,0,Carabayllo
1,32,0,1,1,0,0,1,Comas
1,35,0,1,1,0,1,1,Comas
1,26,0,1,1,0,0,1,Comas
1,25,0,1,1,0,0,1,Comas
1,46,0,1,1,0,0,1,Comas
1,10,0,0,1,1,0,1,Comas
1,36,0,1,1,0,1,0,Comas
1,23,0,1,1,0,1,1,Comas
1,27,0,1,1,0,0,1,Comas
1,21,0,1,1,0,0,1,Comas
1,34,0,0,1,0,0,1,Comas
1,35,0,1,1,0,0,1,Comas
1,25,0,1,1,0,0,1,Comas
1,29,0,1,1,0,1,1,Puente Piedra
1,42,0,0,1,0,1,1,Comas
1,38,0,1,1,0,1,1,Comas
1,44,0,1,1,0,0,0,Comas
1,33,0,1,1,0,0,1,Comas
1,18,0,1,1,0,0,1,Carabayllo
1,36,0,1,1,0,1,1,Comas
1,33,0,1,1,0,0,1,Comas
1,12,0,0,1,1,0,1,Comas
1,6,0,0,1,1,0,1,Comas
1,28,0,1,1,1,0,1,Comas
1,16,0,0,1,1,0,1,Comas
1,16,0,0,1,1,0,1,Comas
1,27,0,1,1,0,0,1,Punta Negra
0,20,0,1,1,0,1,0,El Agustino
1,23,0,1,1,1,1,1,San Juan de Lurigancho
1,1,0,0,1,0,0,0,Santa Anita
1,4,0,0,1,0,0,0,Santa Anita
1,1,0,0,1,0,0,0,Santa Anita
1,54,0,1,1,0,1,1,El Agustino
1,54,0,1,1,0,1,1,El Agustino
1,24,0,1,1,0,1,1,El Agustino
1,4,0,0,1,0,0,0,Santa Anita
1,38,0,1,1,0,1,1,El Agustino
1,23,0,1,1,0,1,1,El Agustino
1,36,0,1,1,0,0,1,El Agustino
1,32,0,1,1,0,1,1,El Agustino
1,26,0,1,1,0,0,1,El Agustino
1,29,0,1,1,0,0,1,El Agustino
1,13,0,0,1,0,0,1,El Agustino
1,46,0,1,1,0,1,1,El Agustino
1,35,0,1,1,0,1,0,El Agustino
1,27,0,1,1,0,1,0,Santiago de Surco
1,17,0,1,1,0,0,0,Villa Maria del Triunfo
1,23,0,1,1,0,1,0,El Agustino
1,26,0,1,1,0,1,0,El Agustino
1,49,0,1,1,0,1,1,El Agustino
1,45,0,1,1,0,0,1,El Agustino
1,29,0,1,1,0,0,1,El Agustino
1,53,0,1,1,0,0,1,El Agustino
1,32,0,1,1,0,0,0,El Agustino
1,38,0,1,1,0,0,0,El Agustino
1,61,0,1,1,0,1,1,El Agustino
1,31,1,0,1,0,1,1,El Agustino
0,41,0,1,1,0,1,1,El Agustino
1,38,0,1,1,0,1,1,El Agustino
1,19,0,0,1,0,0,1,El Agustino
1,25,0,1,1,0,0,1,El Agustino
1,37,0,1,1,0,0,1,El Agustino
0,33,0,1,1,0,1,0,El Agustino
1,7,0,0,1,0,0,0,El Agustino
1,7,0,0,1,0,0,0,El Agustino
1,33,0,0,1,0,1,0,El Agustino
1,82,0,1,1,0,0,1,El Agustino
1,18,0,0,1,0,1,1,El Agustino
1,36,0,1,1,0,0,1,El Agustino
1,19,0,1,1,0,1,0,El Agustino
1,27,0,1,1,0,1,0,El Agustino
1,9,0,0,1,1,0,0,El Agustino
1,27,0,1,1,0,1,1,El Agustino
1,67,0,1,1,0,1,0,El Agustino
1,32,0,1,1,0,1,1,El Agustino
0,30,0,1,1,0,1,0,El Agustino
1,26,0,0,1,0,1,1,El Agustino
1,43,0,1,1,0,1,0,El Agustino
1,36,0,1,1,0,1,0,El Agustino
1,41,0,1,1,0,0,1,El Agustino
1,26,0,1,1,0,0,1,El Agustino
1,13,0,0,1,1,0,0,El Agustino
1,37,0,1,1,0,1,0,El Agustino
1,61,0,1,1,0,0,1,El Agustino
1,35,1,1,1,0,1,1,El Agustino
1,51,0,1,1,0,0,1,El Agustino
1,31,0,1,1,0,0,1,El Agustino
1,28,0,1,1,0,0,1,El Agustino
1,22,0,0,1,0,1,1,El Agustino
1,17,0,1,1,0,1,1,El Agustino
1,46,0,1,1,0,0,1,El Agustino
1,51,0,1,1,0,1,1,El Agustino
1,25,0,1,1,0,1,1,El Agustino
1,3,0,0,1,1,0,1,El Agustino
1,4,0,0,1,0,0,1,El Agustino
1,48,0,1,1,0,1,0,El Agustino
1,34,0,1,1,0,0,1,El Agustino
1,39,0,1,1,0,0,1,La Victoria
1,46,0,1,1,0,0,1,El Agustino
1,37,0,1,1,0,0,1,San Juan de Lurigancho
1,31,0,1,1,0,1,1,El Agustino
1,29,0,1,1,0,1,0,El Agustino
1,25,0,1,1,0,1,1,El Agustino
1,41,0,1,1,0,0,1,Lima
1,48,0,1,1,0,0,0,El Agustino
1,29,0,1,1,1,0,1,El Agustino
1,25,0,1,1,0,1,1,El Agustino
1,20,0,0,1,0,1,0,El Agustino
1,23,0,1,1,0,0,1,El Agustino
1,54,0,1,1,0,1,1,El Agustino
1,22,0,1,1,0,0,1,El Agustino
1,42,0,0,1,0,0,1,El Agustino
1,40,0,1,1,0,1,0,El Agustino
1,27,0,1,1,0,1,1,El Agustino
1,38,0,1,1,0,0,1,El Agustino
1,37,0,1,1,0,0,1,El Agustino
1,50,0,1,1,0,1,1,El Agustino
1,23,0,1,1,1,0,1,El Agustino
1,48,0,1,1,0,1,1,El Agustino
1,32,0,1,1,0,1,1,El Agustino
0,8,0,0,1,0,0,0,El Agustino
0,8,0,0,1,0,0,0,Lima
1,21,0,1,1,0,1,1,El Agustino
1,22,0,0,1,0,0,0,El Agustino
1,22,0,0,1,0,0,0,El Agustino
1,22,0,0,1,0,0,0,El Agustino
1,5,0,0,1,0,0,1,El Agustino
1,7,0,0,1,1,0,1,El Agustino
1,13,0,0,1,1,0,1,El Agustino
1,13,0,0,1,1,0,1,El Agustino
1,44,0,1,1,0,0,0,El Agustino
1,17,0,1,1,0,0,1,San Juan de Lurigancho
1,33,0,1,1,0,1,1,El Agustino
1,25,0,1,1,0,0,0,El Agustino
1,54,0,1,1,0,0,1,El Agustino
1,15,0,0,1,0,0,0,El Agustino
1,20,0,1,1,0,0,0,San Juan de Lurigancho
1,32,0,1,1,0,1,0,Santa Anita
1,56,0,1,1,0,1,1,El Agustino
1,23,0,0,1,0,1,1,El Agustino
1,35,0,1,1,0,0,1,El Agustino
1,48,0,1,1,0,1,0,El Agustino
1,43,0,1,1,1,1,1,El Agustino
1,22,0,0,1,0,0,0,Ate
1,55,0,1,1,0,0,1,El Agustino
1,54,0,1,1,0,1,1,El Agustino
1,32,0,1,1,0,1,0,El Agustino
1,27,0,0,1,0,1,0,El Agustino
1,15,1,0,1,1,0,1,San Juan de Lurigancho
1,18,0,0,1,0,1,0,El Agustino
1,38,0,1,1,0,0,1,El Agustino
1,29,0,0,1,0,0,0,El Agustino
1,39,0,1,1,0,1,1,El Agustino
1,43,0,1,1,0,1,1,Santa Anita
1,30,0,1,1,0,0,1,El Agustino
1,38,0,1,1,0,1,1,El Agustino
1,35,0,1,1,0,1,1,El Agustino
1,33,0,1,1,0,1,1,El Agustino
1,29,0,1,1,0,1,1,El Agustino
1,54,0,1,1,0,0,1,El Agustino
1,77,0,1,1,0,0,1,El Agustino
1,31,0,0,1,0,1,0,El Agustino
1,31,0,0,1,0,1,0,El Agustino
1,14,0,0,1,1,0,0,San Martin de Porres
1,46,0,1,1,0,1,1,El Agustino
1,11,0,0,1,1,0,0,El Agustino
1,26,0,1,1,0,1,0,El Agustino
1,22,0,0,1,0,1,0,El Agustino
1,38,0,1,1,0,1,1,El Agustino
0,36,0,1,1,0,0,0,El Agustino
1,16,0,0,1,0,0,1,El Agustino
1,22,0,1,1,0,0,1,El Agustino
1,14,0,0,1,0,0,1,El Agustino
1,48,0,1,1,0,0,1,El Agustino
1,59,0,1,1,0,0,1,El Agustino
1,4,0,0,1,1,0,1,El Agustino
1,32,0,1,1,0,0,1,El Agustino
1,39,1,1,1,0,0,1,El Agustino
1,88,0,1,1,0,0,1,El Agustino
1,10,0,0,1,1,0,1,El Agustino
1,57,0,1,1,0,0,1,El Agustino
1,18,0,0,1,0,0,1,El Agustino
1,21,0,1,1,0,1,0,Santa Anita
1,40,0,1,1,0,1,1,El Agustino
1,22,0,1,1,0,1,1,El Agustino
1,7,0,0,1,1,0,1,La Victoria
1,7,0,0,1,1,0,1,La Victoria
1,11,0,0,1,1,0,1,La Victoria
1,11,0,0,1,1,0,1,La Victoria
1,19,0,1,1,0,0,0,El Agustino
1,26,0,1,1,0,0,0,El Agustino
1,52,0,1,1,0,1,1,El Agustino
1,31,0,1,1,0,0,1,El Agustino
1,9,0,0,1,1,0,0,El Agustino
1,21,0,1,1,1,0,0,El Agustino
1,64,0,1,1,0,0,1,El Agustino
1,41,0,1,1,0,0,1,El Agustino
1,24,0,1,1,0,0,1,El Agustino
1,24,1,1,1,0,1,0,El Agustino
1,25,1,1,1,0,1,1,El Agustino
1,49,0,1,1,0,0,1,El Agustino
1,42,0,1,1,0,0,0,El Agustino
1,35,0,1,1,0,1,0,El Agustino
1,49,0,1,1,0,1,1,El Agustino
1,22,0,1,1,0,0,1,El Agustino
1,35,0,1,1,0,0,0,Lima
1,80,0,1,1,0,0,0,El Agustino
1,13,0,0,1,1,0,1,El Agustino
1,31,0,1,1,0,1,1,El Agustino
1,50,0,1,1,0,0,0,El Agustino
1,25,0,0,1,1,0,1,Lima
1,36,0,1,1,0,0,1,El Agustino
1,27,0,0,1,1,0,0,El Agustino
1,29,0,1,1,0,0,1,El Agustino
1,31,0,1,1,0,1,1,El Agustino
0,23,0,1,1,0,0,0,El Agustino
1,33,0,1,1,0,0,1,El Agustino
1,37,0,1,1,0,0,1,Villa El Salvador
1,38,0,1,1,0,1,1,El Agustino
1,40,0,1,1,0,1,1,El Agustino
1,32,0,1,1,0,1,1,El Agustino
1,39,0,1,1,0,1,1,El Agustino
1,82,0,1,1,0,0,0,El Agustino
1,14,0,0,1,0,0,1,San Juan de Lurigancho
1,17,0,1,1,0,0,1,El Agustino
1,71,0,1,1,0,1,1,El Agustino
1,71,0,1,1,0,1,1,El Agustino
1,21,0,1,1,0,0,1,Santa Anita
1,54,0,1,1,0,0,1,El Agustino
1,63,0,1,1,0,0,1,El Agustino
1,63,0,1,1,0,0,1,El Agustino
1,49,0,0,1,0,1,1,El Agustino
1,25,0,1,1,0,0,0,El Agustino
1,34,0,1,1,0,0,0,El Agustino
1,30,0,1,1,0,0,1,San Juan de Lurigancho
1,42,0,1,1,0,0,0,El Agustino
1,13,0,0,1,0,0,0,El Agustino
1,46,0,0,1,0,0,0,El Agustino
1,47,0,1,1,0,1,0,San Juan de Lurigancho
1,72,0,1,1,0,0,1,El Agustino
1,72,0,1,1,0,0,1,El Agustino
1,31,0,1,1,0,1,1,El Agustino
1,49,0,1,1,0,1,0,El Agustino
1,36,0,0,1,1,0,1,El Agustino
1,24,0,1,1,0,1,1,El Agustino
1,55,0,1,1,0,1,0,El Agustino
1,26,0,1,1,0,1,0,El Agustino
1,22,0,0,1,0,1,1,El Agustino
1,37,0,1,1,0,1,1,El Agustino
1,34,0,1,1,0,1,0,San Juan de Lurigancho
1,72,0,0,1,0,0,1,El Agustino
1,24,0,1,1,1,1,0,El Agustino
1,22,0,1,1,0,0,1,El Agustino
1,25,0,1,1,0,1,1,El Agustino
1,10,0,0,1,1,0,1,El Agustino
1,32,0,1,1,0,1,0,El Agustino
1,18,0,0,1,1,1,0,San Juan de Lurigancho
